"Identificador do processo de viagem ";"Número da Proposta (PCDP)";"Sequência Trecho";"Origem - Data";"Origem - País";"Origem - UF";"Origem - Cidade";"Destino - Data";"Destino - País";"Destino - UF";"Destino - Cidade";"Meio de transporte";"Número Diárias";"Missao?"
"0000000000019485139";"000184/24";"1";"18/01/2024";"Brasil";"Minas Gerais";"Belo Horizonte";"19/01/2024";"Brasil";"Distrito Federal";"Brasília";"Aéreo";"0,00";"Sim"
