"Identificador do processo de viagem";"Número da Proposta (PCDP)";"Meio de transporte";"País - Origem ida";"UF - Origem ida";"Cidade - Origem ida";"País - Destino ida";"UF - Destino ida";"Cidade - Destino ida";"País - Origem volta";"UF - Origem volta";"Cidade - Origem volta";"Pais - Destino volta";"UF - Destino volta";"Cidade - Destino volta";"Valor da passagem";"Taxa de serviço";"Data da emissão/compra";"Hora da emissão/compra"
"0000000000019485139";"000184/24";"Aéreo";"Brasil";"Minas Gerais";"Belo Horizonte";"Brasil";"Distrito Federal";"Brasília";"Sem informação";"Sem informação";"Sem informação";"Sem informação";"Sem informação";"Sem informação";"472,62";"442,22";"13/11/2023";"11:15"
